Order_ID,Date,Week_Num,SKU,Zone,Order_Time,Pick_Start,Pick_End,Ship_Time,Picks,Workers_On_Shift,Shift_Hours,Demand,Receipt_Qty,On_Hand_Inventory,Backorder_Qty,Is_Promo,Price,On_Order_Qty,Lead_Time_Days
WO000447,2024-02-04,5,SKU-INV-001,A,2024-02-04 08:09:11.547661935,2024-02-04 08:32:05.895803468,2024-02-04 08:35:07.816706165,2024-02-04 08:48:06.727579766,8,6,7.92,24.0,0.0,138.0,0.0,,,200.0,4.0
WO000448,2024-02-04,5,SKU-INV-001,A,2024-02-04 15:07:17.648930100,2024-02-04 15:16:02.316798547,2024-02-04 15:18:47.851235547,2024-02-04 15:33:54.773303708,8,6,7.92,24.0,0.0,138.0,0.0,,,200.0,4.0
WO000449,2024-02-04,5,SKU-INV-001,A,2024-02-04 08:44:50.827706684,2024-02-04 09:02:11.750945536,2024-02-04 09:05:19.443794545,2024-02-04 09:41:32.727690110,8,6,7.92,24.0,0.0,138.0,0.0,,,200.0,4.0
WO000450,2024-02-04,5,SKU-INV-001,B,2024-02-04 08:00:00.000000000,2024-02-04 08:22:59.263250647,2024-02-04 08:25:34.290598042,2024-02-04 08:54:52.542505423,16,6,7.92,24.0,0.0,138.0,0.0,,,200.0,4.0
WO000451,2024-02-04,5,SKU-INV-001,A,2024-02-04 10:24:38.017667893,2024-02-04 10:38:47.902269373,2024-02-04 10:43:21.284004430,2024-02-04 11:00:11.575449575,8,6,7.92,24.0,0.0,138.0,0.0,,,200.0,4.0
WO000452,2024-02-04,5,SKU-INV-001,A,2024-02-04 08:37:53.468620147,2024-02-04 09:13:52.953328078,2024-02-04 09:18:38.455615694,2024-02-04 09:50:46.344015103,16,6,7.92,24.0,0.0,138.0,0.0,,,200.0,4.0
WO000453,2024-02-04,5,SKU-INV-001,B,2024-02-04 08:00:00.000000000,2024-02-04 08:07:29.700792239,2024-02-04 08:09:59.700792239,2024-02-04 08:52:02.630002632,8,6,7.92,24.0,0.0,138.0,0.0,,,200.0,4.0
WO000454,2024-02-05,6,SKU-INV-001,A,2024-02-05 10:15:03.768093463,2024-02-05 10:32:28.931174515,2024-02-05 10:36:34.813151785,2024-02-05 10:56:51.972014560,27,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000455,2024-02-05,6,SKU-INV-001,C,2024-02-05 11:14:38.561588330,2024-02-05 11:39:03.553017366,2024-02-05 11:41:39.425970513,2024-02-05 12:24:10.148348927,14,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000456,2024-02-05,6,SKU-INV-001,B,2024-02-05 09:58:37.797596519,2024-02-05 10:22:39.033369994,2024-02-05 10:26:55.217288746,2024-02-05 10:53:05.046125416,27,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000457,2024-02-05,6,SKU-INV-001,A,2024-02-05 11:07:38.283667627,2024-02-05 11:23:10.777256723,2024-02-05 11:28:05.217107909,2024-02-05 12:06:01.660695231,27,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000458,2024-02-05,6,SKU-INV-001,A,2024-02-05 13:53:58.689854972,2024-02-05 13:59:46.445920452,2024-02-05 14:04:22.201630540,2024-02-05 14:29:32.785385352,27,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000459,2024-02-05,6,SKU-INV-001,A,2024-02-05 15:12:17.995816840,2024-02-05 15:34:11.095648763,2024-02-05 15:40:17.676753286,2024-02-05 16:09:06.684488034,40,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000460,2024-02-05,6,SKU-INV-001,B,2024-02-05 08:18:10.452777683,2024-02-05 08:26:13.190558639,2024-02-05 08:31:19.127104742,2024-02-05 08:44:33.247757822,40,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000461,2024-02-05,6,SKU-INV-001,A,2024-02-05 16:23:16.117563889,2024-02-05 16:40:17.790602780,2024-02-05 16:43:25.848022622,2024-02-05 17:05:31.274815804,27,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000462,2024-02-05,6,SKU-INV-001,B,2024-02-05 09:30:17.016145800,2024-02-05 09:56:23.194359688,2024-02-05 10:00:38.255476555,2024-02-05 10:35:19.049972684,14,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000463,2024-02-05,6,SKU-INV-001,A,2024-02-05 08:11:51.203425000,2024-02-05 08:24:24.401948704,2024-02-05 08:28:32.008662458,2024-02-05 09:01:52.016252624,14,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000464,2024-02-05,6,SKU-INV-001,B,2024-02-05 10:17:40.271443619,2024-02-05 10:27:01.530113505,2024-02-05 10:31:28.776867691,2024-02-05 10:58:21.358265154,14,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000465,2024-02-05,6,SKU-INV-001,A,2024-02-05 15:20:17.416253964,2024-02-05 15:31:53.831250993,2024-02-05 15:35:54.518521159,2024-02-05 16:19:34.382893926,27,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000466,2024-02-05,6,SKU-INV-001,B,2024-02-05 09:52:13.249014136,2024-02-05 10:08:00.892436394,2024-02-05 10:10:30.892436394,2024-02-05 10:35:13.876250996,14,8,8.21,24.0,95.0,209.0,0.0,,,0.0,4.0
WO000467,2024-02-06,6,SKU-INV-001,A,2024-02-06 10:07:26.205060100,2024-02-06 10:35:14.514667890,2024-02-06 10:41:58.548419989,2024-02-06 11:04:31.462360998,22,11,7.57,20.0,0.0,189.0,0.0,,,0.0,3.0
WO000468,2024-02-06,6,SKU-INV-001,A,2024-02-06 12:27:10.477498896,2024-02-06 12:32:42.043212782,2024-02-06 12:38:12.676051570,2024-02-06 12:51:55.969997889,44,11,7.57,20.0,0.0,189.0,0.0,,,0.0,3.0
WO000469,2024-02-06,6,SKU-INV-001,B,2024-02-06 08:00:00.000000000,2024-02-06 08:22:25.747282760,2024-02-06 08:25:53.222327433,2024-02-06 08:45:22.255373953,22,11,7.57,20.0,0.0,189.0,0.0,,,0.0,3.0
WO000470,2024-02-06,6,SKU-INV-001,B,2024-02-06 08:00:00.000000000,2024-02-06 08:13:32.952069831,2024-02-06 08:17:43.937781053,2024-02-06 08:43:07.393835581,22,11,7.57,20.0,0.0,189.0,0.0,,,0.0,3.0
WO000471,2024-02-06,6,SKU-INV-001,B,2024-02-06 13:05:16.138827355,2024-02-06 13:29:54.478269103,2024-02-06 13:36:47.420164774,2024-02-06 13:49:38.573344474,44,11,7.57,20.0,0.0,189.0,0.0,,,0.0,3.0
WO000472,2024-02-06,6,SKU-INV-001,B,2024-02-06 13:02:42.982781898,2024-02-06 13:25:54.454990798,2024-02-06 13:35:26.823379556,2024-02-06 13:52:16.637855022,66,11,7.57,20.0,0.0,189.0,0.0,,,0.0,3.0
WO000473,2024-02-07,6,SKU-INV-001,C,2024-02-07 08:00:00.000000000,2024-02-07 08:22:52.409130116,2024-02-07 08:25:22.409130116,2024-02-07 08:56:49.874033175,10,11,8.11,17.0,0.0,172.0,0.0,,,0.0,5.0
WO000474,2024-02-07,6,SKU-INV-001,A,2024-02-07 11:55:58.131225817,2024-02-07 12:10:55.244190110,2024-02-07 12:17:57.104613982,2024-02-07 12:33:01.174662518,60,11,8.11,17.0,0.0,172.0,0.0,,,0.0,5.0
WO000475,2024-02-07,6,SKU-INV-001,A,2024-02-07 12:51:24.640969658,2024-02-07 13:11:14.562614175,2024-02-07 13:15:50.672219867,2024-02-07 13:39:14.914429633,20,11,8.11,17.0,0.0,172.0,0.0,,,0.0,5.0
WO000476,2024-02-07,6,SKU-INV-001,C,2024-02-07 11:56:37.112229560,2024-02-07 12:17:07.800430087,2024-02-07 12:23:48.081183844,2024-02-07 12:47:40.485484196,40,11,8.11,17.0,0.0,172.0,0.0,,,0.0,5.0
WO000477,2024-02-07,6,SKU-INV-001,A,2024-02-07 09:20:31.026499556,2024-02-07 09:27:30.627604630,2024-02-07 09:30:41.228725380,2024-02-07 09:48:42.769490479,20,11,8.11,17.0,0.0,172.0,0.0,,,0.0,5.0
WO000478,2024-02-07,6,SKU-INV-001,B,2024-02-07 13:20:20.364025526,2024-02-07 13:41:03.763803567,2024-02-07 13:44:02.451772982,2024-02-07 14:08:07.370059713,20,11,8.11,17.0,0.0,172.0,0.0,,,0.0,5.0
WO000479,2024-02-08,6,SKU-INV-001,B,2024-02-08 09:22:29.982485766,2024-02-08 09:41:56.667986810,2024-02-08 09:45:18.066707922,2024-02-08 09:52:00.900321108,10,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000480,2024-02-08,6,SKU-INV-001,A,2024-02-08 12:36:27.292221886,2024-02-08 12:53:42.462885377,2024-02-08 13:00:10.703950488,2024-02-08 13:32:48.742968974,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000481,2024-02-08,6,SKU-INV-001,A,2024-02-08 12:51:43.845684240,2024-02-08 13:01:47.530237351,2024-02-08 13:05:56.093616030,2024-02-08 13:34:13.043574476,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000482,2024-02-08,6,SKU-INV-001,B,2024-02-08 14:31:53.309955921,2024-02-08 14:37:33.216611339,2024-02-08 14:41:58.079802560,2024-02-08 14:55:39.219242100,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000483,2024-02-08,6,SKU-INV-001,B,2024-02-08 12:57:57.752726760,2024-02-08 13:19:43.566088426,2024-02-08 13:22:13.566088426,2024-02-08 13:51:02.691888486,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000484,2024-02-08,6,SKU-INV-001,A,2024-02-08 08:00:00.000000000,2024-02-08 08:24:31.351524457,2024-02-08 08:33:07.988426235,2024-02-08 08:55:12.013199274,30,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000485,2024-02-08,6,SKU-INV-001,A,2024-02-08 08:00:00.000000000,2024-02-08 08:12:36.996977929,2024-02-08 08:17:46.647442073,2024-02-08 08:45:44.470181761,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000486,2024-02-08,6,SKU-INV-001,B,2024-02-08 09:32:30.967726353,2024-02-08 09:52:13.567021589,2024-02-08 09:54:43.567021589,2024-02-08 10:07:52.536424610,10,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000487,2024-02-08,6,SKU-INV-001,A,2024-02-08 09:21:33.158665508,2024-02-08 09:46:14.261991198,2024-02-08 09:53:13.008908791,2024-02-08 10:17:47.927076093,30,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000488,2024-02-08,6,SKU-INV-001,A,2024-02-08 08:12:07.329088851,2024-02-08 08:24:36.339659523,2024-02-08 08:29:50.932698952,2024-02-08 08:59:35.027364729,30,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000489,2024-02-08,6,SKU-INV-001,B,2024-02-08 08:00:00.000000000,2024-02-08 08:14:23.916490353,2024-02-08 08:19:23.146075100,2024-02-08 08:45:23.715439574,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000490,2024-02-08,6,SKU-INV-001,B,2024-02-08 08:33:05.470787988,2024-02-08 08:54:13.979957959,2024-02-08 08:58:55.503202195,2024-02-08 09:42:58.180254336,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000491,2024-02-08,6,SKU-INV-001,B,2024-02-08 14:04:51.742588180,2024-02-08 14:16:55.701172134,2024-02-08 14:22:00.640567995,2024-02-08 14:43:57.122896076,20,9,8.06,27.0,0.0,145.0,0.0,,,200.0,2.0
WO000492,2024-02-09,6,SKU-INV-001,A,2024-02-09 12:30:02.481771961,2024-02-09 12:50:17.393640890,2024-02-09 12:52:54.155119563,2024-02-09 13:15:34.949933661,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000493,2024-02-09,6,SKU-INV-001,A,2024-02-09 10:37:00.120350040,2024-02-09 10:49:54.981642521,2024-02-09 10:56:09.387287503,2024-02-09 11:23:20.318104332,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000494,2024-02-09,6,SKU-INV-001,B,2024-02-09 09:34:43.492663334,2024-02-09 09:54:43.908779735,2024-02-09 09:59:34.166584271,2024-02-09 10:26:23.939908053,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000495,2024-02-09,6,SKU-INV-001,A,2024-02-09 08:58:49.540108322,2024-02-09 09:16:57.276143498,2024-02-09 09:19:49.088778237,2024-02-09 09:47:45.777176794,12,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000496,2024-02-09,6,SKU-INV-001,B,2024-02-09 09:16:34.405506356,2024-02-09 09:24:30.507175958,2024-02-09 09:27:59.934158802,2024-02-09 09:45:50.467706854,12,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000497,2024-02-09,6,SKU-INV-001,A,2024-02-09 08:18:19.836634694,2024-02-09 08:38:17.731734803,2024-02-09 08:43:12.741249727,2024-02-09 09:12:20.254864118,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000498,2024-02-09,6,SKU-INV-001,C,2024-02-09 09:17:07.440535536,2024-02-09 09:27:43.747623503,2024-02-09 09:31:36.433603332,2024-02-09 09:57:29.911813012,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000499,2024-02-09,6,SKU-INV-001,B,2024-02-09 15:20:23.855717096,2024-02-09 15:41:12.325950506,2024-02-09 15:47:00.354735580,2024-02-09 16:16:47.331908739,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000500,2024-02-09,6,SKU-INV-001,A,2024-02-09 08:00:00.000000000,2024-02-09 08:10:18.711980931,2024-02-09 08:15:24.824719970,2024-02-09 08:49:30.694447898,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000501,2024-02-09,6,SKU-INV-001,C,2024-02-09 11:16:37.675508708,2024-02-09 11:46:28.659809673,2024-02-09 11:50:58.235756003,2024-02-09 12:22:32.106813710,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000502,2024-02-09,6,SKU-INV-001,B,2024-02-09 08:49:56.179199886,2024-02-09 08:59:20.448426732,2024-02-09 09:04:00.095716644,2024-02-09 09:39:45.952103888,24,9,7.85,19.0,0.0,126.0,0.0,,,200.0,7.0
WO000503,2024-02-10,6,SKU-INV-001,A,2024-02-10 12:42:02.965714312,2024-02-10 13:00:49.345260593,2024-02-10 13:03:19.345260593,2024-02-10 13:26:41.504425622,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000504,2024-02-10,6,SKU-INV-001,B,2024-02-10 08:01:39.051520197,2024-02-10 08:16:20.162972419,2024-02-10 08:21:35.983313451,2024-02-10 09:01:25.806827159,18,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000505,2024-02-10,6,SKU-INV-001,A,2024-02-10 08:00:00.000000000,2024-02-10 08:02:36.349773633,2024-02-10 08:05:49.182859114,2024-02-10 08:37:29.684575053,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000506,2024-02-10,6,SKU-INV-001,A,2024-02-10 13:36:12.889956632,2024-02-10 14:04:36.093732043,2024-02-10 14:07:06.093732043,2024-02-10 14:29:32.923458058,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000507,2024-02-10,6,SKU-INV-001,A,2024-02-10 08:00:00.000000000,2024-02-10 08:20:21.227185836,2024-02-10 08:22:51.227185836,2024-02-10 09:08:11.548544323,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000508,2024-02-10,6,SKU-INV-001,A,2024-02-10 08:25:27.385777186,2024-02-10 08:35:19.239620793,2024-02-10 08:38:11.360022879,2024-02-10 09:26:23.825459017,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000509,2024-02-10,6,SKU-INV-001,B,2024-02-10 14:17:47.972044237,2024-02-10 14:37:26.256251423,2024-02-10 14:40:35.029783671,2024-02-10 15:18:48.615876997,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000510,2024-02-10,6,SKU-INV-001,B,2024-02-10 09:48:25.551285484,2024-02-10 10:07:12.929875097,2024-02-10 10:09:46.420447226,2024-02-10 10:28:13.853327781,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000511,2024-02-10,6,SKU-INV-001,A,2024-02-10 08:00:00.000000000,2024-02-10 08:15:00.538970569,2024-02-10 08:19:52.274628395,2024-02-10 09:04:54.375348385,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000512,2024-02-10,6,SKU-INV-001,A,2024-02-10 11:57:17.530311615,2024-02-10 12:09:36.191407512,2024-02-10 12:12:06.191407512,2024-02-10 12:35:06.719027828,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000513,2024-02-10,6,SKU-INV-001,B,2024-02-10 14:37:28.007084578,2024-02-10 14:56:52.997396088,2024-02-10 14:59:22.997396088,2024-02-10 15:31:09.316191586,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000514,2024-02-10,6,SKU-INV-001,A,2024-02-10 14:20:52.471614611,2024-02-10 14:35:54.950223125,2024-02-10 14:41:05.784578953,2024-02-10 15:26:19.540403789,18,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000515,2024-02-10,6,SKU-INV-001,B,2024-02-10 12:47:32.977151586,2024-02-10 12:57:55.117792814,2024-02-10 13:01:54.466001683,2024-02-10 13:20:51.087008960,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000516,2024-02-10,6,SKU-INV-001,B,2024-02-10 11:34:11.241840119,2024-02-10 11:52:17.177212992,2024-02-10 11:55:35.907969215,2024-02-10 12:21:33.210736989,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000517,2024-02-10,6,SKU-INV-001,A,2024-02-10 11:08:26.649958990,2024-02-10 11:31:29.774311050,2024-02-10 11:36:05.329023169,2024-02-10 12:21:50.882958887,9,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000518,2024-02-10,6,SKU-INV-001,C,2024-02-10 10:20:37.911032426,2024-02-10 10:26:09.957712531,2024-02-10 10:32:01.764974860,2024-02-10 11:00:44.324366185,18,5,7.64,16.0,0.0,110.0,0.0,,,200.0,5.0
WO000519,2024-02-11,6,SKU-INV-001,A,2024-02-11 08:00:00.000000000,2024-02-11 08:20:41.922413942,2024-02-11 08:23:11.922413942,2024-02-11 08:56:33.366055627,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000520,2024-02-11,6,SKU-INV-001,B,2024-02-11 10:16:06.806586729,2024-02-11 10:27:40.234932096,2024-02-11 10:30:10.234932096,2024-02-11 10:47:19.088465181,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000521,2024-02-11,6,SKU-INV-001,B,2024-02-11 08:00:00.000000000,2024-02-11 08:18:08.552695184,2024-02-11 08:22:47.478438247,2024-02-11 08:48:50.319791629,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000522,2024-02-11,6,SKU-INV-001,B,2024-02-11 08:00:00.000000000,2024-02-11 08:17:02.302817184,2024-02-11 08:22:33.262397179,2024-02-11 08:39:27.361750420,16,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000523,2024-02-11,6,SKU-INV-001,A,2024-02-11 09:11:17.061411843,2024-02-11 09:32:40.384721613,2024-02-11 09:35:10.384721613,2024-02-11 10:03:56.559289165,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000524,2024-02-11,6,SKU-INV-001,B,2024-02-11 10:20:38.079393092,2024-02-11 10:34:16.021645789,2024-02-11 10:36:46.021645789,2024-02-11 11:07:29.685820723,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000525,2024-02-11,6,SKU-INV-001,C,2024-02-11 08:56:20.367229958,2024-02-11 09:05:22.756849394,2024-02-11 09:09:03.977865791,2024-02-11 09:44:32.239720654,16,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000526,2024-02-11,6,SKU-INV-001,B,2024-02-11 08:00:00.000000000,2024-02-11 08:15:57.468559758,2024-02-11 08:19:41.267061742,2024-02-11 08:36:56.401161471,16,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000527,2024-02-11,6,SKU-INV-001,B,2024-02-11 08:00:00.000000000,2024-02-11 08:13:54.833779353,2024-02-11 08:17:33.891910307,2024-02-11 08:48:03.304747191,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000528,2024-02-11,6,SKU-INV-001,A,2024-02-11 10:26:52.339555494,2024-02-11 10:41:09.182726391,2024-02-11 10:45:43.196430779,2024-02-11 11:02:34.317294871,16,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000529,2024-02-11,6,SKU-INV-001,B,2024-02-11 08:19:13.633170611,2024-02-11 08:36:28.535254401,2024-02-11 08:39:01.998523984,2024-02-11 09:08:16.243727601,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000530,2024-02-11,6,SKU-INV-001,B,2024-02-11 08:07:46.271443093,2024-02-11 08:29:04.849004276,2024-02-11 08:33:35.848717336,2024-02-11 08:54:28.182189859,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000531,2024-02-11,6,SKU-INV-001,C,2024-02-11 11:39:47.161803310,2024-02-11 11:58:06.020106341,2024-02-11 12:02:50.632112112,2024-02-11 12:29:01.382441944,8,6,8.02,17.0,0.0,93.0,0.0,,,200.0,6.0
WO000532,2024-02-12,7,SKU-INV-001,B,2024-02-12 08:00:00.000000000,2024-02-12 08:15:12.886117489,2024-02-12 08:19:18.663911029,2024-02-12 08:39:36.055082795,14,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000533,2024-02-12,7,SKU-INV-001,A,2024-02-12 10:44:10.211430338,2024-02-12 11:00:56.414314435,2024-02-12 11:03:26.414314435,2024-02-12 11:24:12.250080696,14,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000534,2024-02-12,7,SKU-INV-001,A,2024-02-12 12:54:05.159930738,2024-02-12 13:14:52.173959191,2024-02-12 13:22:14.065208666,2024-02-12 13:40:51.432647003,54,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000535,2024-02-12,7,SKU-INV-001,C,2024-02-12 18:00:00.000000000,2024-02-12 18:15:59.476122875,2024-02-12 18:23:40.450468527,2024-02-12 19:00:03.679643408,54,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000536,2024-02-12,7,SKU-INV-001,B,2024-02-12 08:13:52.445525079,2024-02-12 08:32:11.375588017,2024-02-12 08:37:24.699876218,2024-02-12 09:10:48.967784663,54,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000537,2024-02-12,7,SKU-INV-001,B,2024-02-12 13:01:08.330405651,2024-02-12 13:15:04.608162549,2024-02-12 13:19:09.791288404,2024-02-12 13:46:44.538161251,27,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000538,2024-02-12,7,SKU-INV-001,A,2024-02-12 09:22:15.123424722,2024-02-12 09:42:01.011675887,2024-02-12 09:46:52.601895989,2024-02-12 10:12:14.028507634,27,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000539,2024-02-12,7,SKU-INV-001,A,2024-02-12 08:28:34.443194755,2024-02-12 08:43:18.611875433,2024-02-12 08:51:14.368738216,2024-02-12 09:17:50.942268195,68,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000540,2024-02-12,7,SKU-INV-001,C,2024-02-12 11:21:01.839412491,2024-02-12 11:37:40.445739735,2024-02-12 11:42:07.041703231,2024-02-12 12:13:48.100964580,40,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000541,2024-02-12,7,SKU-INV-001,A,2024-02-12 09:06:52.447736579,2024-02-12 09:25:56.784922454,2024-02-12 09:30:49.607701069,2024-02-12 10:09:47.548239380,27,10,7.87,28.0,118.0,183.0,0.0,,,0.0,7.0
WO000542,2024-02-13,7,SKU-INV-001,B,2024-02-13 09:07:07.338514867,2024-02-13 09:30:09.798115451,2024-02-13 09:34:21.888293383,2024-02-13 10:11:58.796276779,22,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000543,2024-02-13,7,SKU-INV-001,A,2024-02-13 12:18:02.681821208,2024-02-13 12:32:09.230446995,2024-02-13 12:34:39.230446995,2024-02-13 12:59:34.268116894,11,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000544,2024-02-13,7,SKU-INV-001,A,2024-02-13 11:32:48.508376661,2024-02-13 11:57:21.815997687,2024-02-13 12:03:42.909017404,2024-02-13 12:40:53.760164178,33,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000545,2024-02-13,7,SKU-INV-001,A,2024-02-13 09:25:38.553323278,2024-02-13 09:49:03.549233816,2024-02-13 09:51:42.112230341,2024-02-13 10:36:29.899731472,11,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000546,2024-02-13,7,SKU-INV-001,A,2024-02-13 15:32:23.492437166,2024-02-13 15:42:56.191115386,2024-02-13 15:48:02.609642694,2024-02-13 16:15:19.577925691,22,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000547,2024-02-13,7,SKU-INV-001,A,2024-02-13 10:09:32.413255965,2024-02-13 10:24:06.848373950,2024-02-13 10:27:22.183731517,2024-02-13 10:52:23.912968247,11,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000548,2024-02-13,7,SKU-INV-001,A,2024-02-13 08:00:00.000000000,2024-02-13 08:06:26.232628282,2024-02-13 08:12:23.316071551,2024-02-13 08:42:53.290675429,33,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000549,2024-02-13,7,SKU-INV-001,A,2024-02-13 08:05:41.182927025,2024-02-13 08:27:03.975295813,2024-02-13 08:30:02.096881444,2024-02-13 09:16:44.157412535,11,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000550,2024-02-13,7,SKU-INV-001,A,2024-02-13 10:28:15.478016270,2024-02-13 10:47:02.466123122,2024-02-13 10:51:24.272587216,2024-02-13 11:10:02.466117025,33,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000551,2024-02-13,7,SKU-INV-001,A,2024-02-13 10:18:08.882968046,2024-02-13 10:31:00.306533353,2024-02-13 10:35:08.455254781,2024-02-13 11:11:06.771765024,22,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000552,2024-02-13,7,SKU-INV-001,B,2024-02-13 15:10:08.173095966,2024-02-13 15:21:39.761097430,2024-02-13 15:27:17.216690235,2024-02-13 15:54:48.227249510,33,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000553,2024-02-13,7,SKU-INV-001,B,2024-02-13 15:27:04.641115362,2024-02-13 15:40:35.480811994,2024-02-13 15:44:40.537759147,2024-02-13 16:01:39.526551864,22,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000554,2024-02-13,7,SKU-INV-001,A,2024-02-13 09:09:55.085631777,2024-02-13 09:16:17.009739369,2024-02-13 09:19:41.821567424,2024-02-13 09:42:32.860794678,11,10,8.06,24.0,29.0,188.0,0.0,,,0.0,7.0
WO000555,2024-02-14,7,SKU-INV-001,A,2024-02-14 12:17:13.989478217,2024-02-14 12:48:31.188181012,2024-02-14 12:54:38.189762159,2024-02-14 13:32:46.086818248,20,9,8.01,27.0,0.0,161.0,0.0,,,0.0,4.0
